channel,start_time,stop_time,label,confidence
TERM,1,422,0,0.5405946557980579
TERM,423,569,0,0.5405946557980579
TERM,570,868,0,0.5405946557980579
TERM,869,1130,0,0.5405946557980579
TERM,1131,1450,0,0.5405946557980579
TERM,1451,1881,0,0.5405946557980579
TERM,1882,2094,0,0.5405946557980579
TERM,2095,2294,0,0.5405946557980579
TERM,2295,2683,0,0.5405946557980579
TERM,2684,2913,0,0.5405946557980579
TERM,2914,3328,0,0.5405946557980579
TERM,3329,3572,0,0.5405946557980579
TERM,3573,3669,0,0.5405946557980579
TERM,3670,4135,0,0.5405946557980579
TERM,4136,4616,0,0.5405946557980579
TERM,4617,4753,0,0.5405946557980579
TERM,4754,4823,0,0.5405946557980579
TERM,4824,4985,0,0.5405946557980579
TERM,4986,5251,0,0.5405946557980579
TERM,5252,5292,0,0.5405946557980579
TERM,5293,5360,0,0.5405946557980579
TERM,5361,5856,0,0.5405946557980579
TERM,5857,6021,0,0.5405946557980579
TERM,6022,6494,0,0.5405946557980579
TERM,6495,6723,0,0.5405946557980579
TERM,6724,7172,0,0.5405946557980579
TERM,7173,7381,0,0.5405946557980579
TERM,7382,7782,0,0.5405946557980579
TERM,7783,7877,0,0.5405946557980579
TERM,7878,8060,0,0.5405946557980579
TERM,8061,8226,0,0.5405946557980579
TERM,8227,8499,0,0.5405946557980579
TERM,8500,8766,0,0.5405946557980579
TERM,8767,8896,0,0.5405946557980579
TERM,8897,8992,0,0.5405946557980579
TERM,8993,9452,0,0.5405946557980579
TERM,9453,9848,0,0.5405946557980579
TERM,9849,9865,0,0.5405946557980579
TERM,9866,10099,0,0.5405946557980579
