class1columnx,class1columny,class2columnx,class2columny,class3columnx,class3columny,class4columnx,class4columny
-2.199866835180896,2.411175579383224,-0.7934044726356012,1.719275667064787,-0.1536973649612945,1.3686825560393243,-2.5505950701399422,2.0901634801644464
-1.1594568255147182,1.5912515032101133,-1.0635763136347034,0.8320131155145093,-0.49292991629384686,1.0617833550489761,-2.528301170478615,1.2826371204735145
0.2225397267058129,0.34323671322180516,0.5351039167145546,0.8780212446568533,-0.4693671323550467,0.8593348239344112,0.22055820068579113,-0.7131965384458638
-1.963014714671128,1.381152362296853,-1.3534531859203836,3.06760346692682,-2.46698090447211,0.9516147657146681,-0.34313982722611014,2.3001462588402095
-0.39058376393503413,0.08177804934484034,-1.2754499131505201,1.8427662669889417,-2.4298436141536204,2.846918147020321,-0.5618863255911342,2.323454176138255
-0.15986061223946657,1.5946057807254879,-1.670278667654612,-0.5707308397920965,-1.1553703835071982,0.5784958862779153,-0.27959743198637876,1.2063456209518952
-2.7596203027117947,-0.740268532163002,-0.8575331346881964,2.568616440363801,-1.312777473623785,0.2828407462365712,-2.148251473294997,0.15257160500859035
-0.3825695523178132,2.0344724144690547,-1.1228885643374142,2.3665622421567862,-1.55912952927489,0.2338038984945684,-1.2201569004079529,1.107160439957553
-3.1805152701677613,2.2672821407387325,-1.15679783104456,2.327115972971062,-1.7552250142108607,1.5011042773493746,0.6494144225066314,-0.9327865936701321
-1.2725535873704823,1.0008311933885636,-0.18947629014385903,0.49238691341091756,0.28488865834625443,1.4024369029295043,-1.588111597783739,0.8552868674228298
-1.1887366003748985,1.530708790256929,-0.7650944037834829,-0.10848945070771232,-0.852011836296154,0.1171900327626173,-0.19830919163039218,0.18595754900904027
0.6259876545062832,1.335673118440249,-2.2018256959959706,1.2913611313750897,-1.7824176303822208,-1.3019972471252292,-1.1866916083563823,2.3492474583578384
-1.3862909898543385,0.7051542722045847,-0.469211549017595,0.22036617838380057,-0.16699674123141917,0.5757533662553331,-0.8140822016516837,0.7358328577808064
-2.427406120654802,1.911463280470283,-1.4910496465174594,0.35630248387218544,0.3365795062846004,-0.3589555059287648,-0.4167618864136188,1.052472400376808
-0.7386665667167389,1.6219510793237326,-1.4861211647410348,2.8801173356924146,0.3632794582538639,1.7076976199789433,-1.0021259551573964,0.5211115718886995
-1.502560084281865,0.02853051621498215,-1.662113176422401,1.3592679563779844,-2.789465916707476,0.16892981011462382,-1.3518982041623668,0.6581234147941086
-1.7000499805414644,-0.4478048121404905,0.28756291904409315,-0.3128620722279234,-0.18945518506066206,0.5460137846810533,-1.6902932884855875,0.059104896657945605
-0.6952175356157926,1.358573975912342,-0.5625325523363542,1.161272836970302,-0.33809867388152015,2.216975717181432,-1.5717760717946607,1.480993621788694
-1.4663281928158978,-0.45862508281304226,-2.3839976146179493,0.9426164710004212,-0.4176324774043245,0.12020648119486765,1.0828587258971893,0.058364620985103866
-1.1858458046839488,-0.3711376105383668,0.3605002627027232,2.1063709658519683,-2.004675892551239,3.0251994549436008,-2.640562223761267,0.935815237476232
0.9705412399355027,1.4917612499992932,-0.1525736141621321,1.377420542324511,-2.720055750878789,1.42847377803118,-1.2191925885719803,0.3595620493033248
-0.07740540233795046,0.4096951843806189,-1.4497789313042746,1.6764485107515323,-0.9854311881683384,1.7486523941075132,0.462191504618471,0.14654613723752252
-2.7863917514408323,-0.19328832988371847,-1.147378930414929,2.274845596883723,-2.327575427633028,-0.7948886119696064,-2.2976437125438567,-0.35341522142764314
-0.3396719837624993,0.7918662886717576,0.0514123574279417,-0.723878802622721,-1.0838431493912817,0.8352482343218415,-0.48274514815536107,0.7092851419057302
-2.169926828857867,0.2487518812091286,-1.685652689624522,-0.05315249795467025,-2.4097172687794792,1.1265219842361747,-0.41822041472363425,2.194377490053679
-1.9521165719062101,1.7084135916571888,-1.4154796382173955,1.8219070634548964,-0.716998049070756,0.8762324888943921,-2.5565565612059116,-0.0896113192876995
0.36274004917835256,0.21604104970243598,-1.7088192960150566,-0.19130676065855123,0.43293950408651116,-0.4454829349066567,-0.340782686129682,3.8992674984999667
-2.0651405130977984,-0.09485419617443891,-1.8899420662133535,2.488215888252085,-0.8014546429890177,2.550669874869352,-1.0909599262743703,1.10051063920928
0.09197121646696504,1.3037386752030855,-0.10648735103789597,1.789771364040369,-0.5536625168367765,0.023809300621699836,-2.4848294671997664,2.700471458429169
-2.4991737940954986,1.2069421712639756,-1.545491874810097,2.1492582198471,0.38608194659618444,1.5903523510578792,-0.12119253384575057,1.3540995930415378
-4.54411455185129,0.6059938208053883,-0.8988606068234759,2.0108130767279375,-0.7886509406607183,1.0311722323056214,-1.4838303725211164,1.471919416309082
-0.9365569767870929,1.4003669445942002,-0.9528018305367475,2.2519848835923533,-1.1402060224321091,0.4512896129061311,-1.7933068510526669,1.7462927267123454
0.8476831956303661,0.043504894812972594,0.8658624285287104,0.5314241498590598,-1.479742644322147,0.41753082362552296,-2.8079643677506065,1.8530684627767102
-1.4301597797010626,2.3288745482396016,-0.43945940598270183,2.1331185664126213,-1.7353498084011878,1.2299005882989762,-0.3820695395319377,1.5938379210472409
-0.20592811142284195,0.9278503850968011,-0.5332545955382986,1.2277502053774298,0.029707143914120104,0.2586007471257461,1.3816109076156815,0.8010763420745559
-0.3504652858026256,0.9071353399975336,-2.303676276695769,0.9765069192871921,-1.148312156976232,1.0255931442956123,-1.5494384125243297,1.3435931721580086
-0.7079583650611632,0.1270704404452515,-1.7233364266266107,2.659621522985547,-0.9744144242180455,2.061596242264189,0.21531641471386087,1.63150274241079
-1.2411457978788294,1.940394889525113,-0.15320452008612095,2.4100127180119006,-1.2197791937423184,-0.02058935728255773,-0.7148285581766778,-0.8940353875789371
0.13248564936514606,1.671667787691926,-1.0066427293554379,1.3070936584339747,-0.49756942952105554,2.4099085808323712,-0.2847902548216008,0.16199353292617857
-0.3817171168613699,2.2591555382001296,-1.7169262537163,2.2826237896164008,0.1824220591047656,-0.398856327489169,0.9256899421446518,1.1763955552508998
-2.300818874951849,1.6793942113977258,-1.3133368470105757,0.6365850125867323,-0.32273056205451567,1.620025800757746,-2.0550852723410413,2.0557541530745604
