channel,start_time,stop_time,label,confidence
TERM,1,100,0,0.5877486305339905
TERM,101,475,0,0.5877486305339905
TERM,476,882,0,0.5877486305339905
TERM,883,1049,0,0.5877486305339905
TERM,1050,1259,0,0.5877486305339905
TERM,1260,1480,0,0.5877486305339905
TERM,1481,1726,0,0.5877486305339905
TERM,1727,1936,0,0.5877486305339905
TERM,1937,2092,0,0.5877486305339905
TERM,2093,2423,0,0.5877486305339905
TERM,2424,2453,0,0.5877486305339905
TERM,2454,2738,0,0.5877486305339905
TERM,2739,2803,0,0.5877486305339905
TERM,2804,3079,0,0.5877486305339905
TERM,3080,3553,0,0.5877486305339905
TERM,3554,3847,0,0.5877486305339905
TERM,3848,4012,0,0.5877486305339905
TERM,4013,4427,0,0.5877486305339905
TERM,4428,4711,0,0.5877486305339905
TERM,4712,4912,0,0.5877486305339905
TERM,4913,5170,0,0.5877486305339905
TERM,5171,5561,0,0.5877486305339905
TERM,5562,5674,0,0.5877486305339905
TERM,5675,6003,0,0.5877486305339905
TERM,6004,6037,0,0.5877486305339905
TERM,6038,6069,0,0.5877486305339905
TERM,6070,6178,0,0.5877486305339905
TERM,6179,6631,0,0.5877486305339905
TERM,6632,6861,0,0.5877486305339905
TERM,6862,6962,0,0.5877486305339905
TERM,6963,7036,0,0.5877486305339905
TERM,7037,7354,0,0.5877486305339905
TERM,7355,7731,0,0.5877486305339905
