channel,start_time,stop_time,label,confidence
TERM,1,285,0,0.4628505109201225
TERM,286,538,0,0.4628505109201225
TERM,539,937,0,0.4628505109201225
TERM,938,1154,0,0.4628505109201225
TERM,1155,1495,0,0.4628505109201225
TERM,1496,1576,0,0.4628505109201225
TERM,1577,1657,0,0.4628505109201225
TERM,1658,1996,0,0.4628505109201225
TERM,1997,2246,0,0.4628505109201225
TERM,2247,2410,0,0.4628505109201225
TERM,2411,2592,0,0.4628505109201225
TERM,2593,3012,0,0.4628505109201225
TERM,3013,3360,0,0.4628505109201225
TERM,3361,3677,0,0.4628505109201225
TERM,3678,4011,0,0.4628505109201225
TERM,4012,4202,0,0.4628505109201225
TERM,4203,4520,0,0.4628505109201225
TERM,4521,4560,0,0.4628505109201225
TERM,4561,4849,0,0.4628505109201225
TERM,4850,4968,0,0.4628505109201225
TERM,4969,5314,0,0.4628505109201225
TERM,5315,5747,0,0.4628505109201225
TERM,5748,6145,0,0.4628505109201225
TERM,6146,6528,0,0.4628505109201225
TERM,6529,6753,0,0.4628505109201225
TERM,6754,6912,0,0.4628505109201225
TERM,6913,7293,0,0.4628505109201225
TERM,7294,7571,0,0.4628505109201225
TERM,7572,7641,0,0.4628505109201225
TERM,7642,7732,0,0.4628505109201225
TERM,7733,7975,0,0.4628505109201225
TERM,7976,8276,0,0.4628505109201225
TERM,8277,8575,0,0.4628505109201225
TERM,8576,8787,0,0.4628505109201225
TERM,8788,9062,0,0.4628505109201225
TERM,9063,9429,0,0.4628505109201225
TERM,9430,9925,0,0.4628505109201225
TERM,9926,10173,0,0.4628505109201225
TERM,10174,10659,0,0.4628505109201225
TERM,10660,10797,0,0.4628505109201225
TERM,10798,10936,0,0.4628505109201225
TERM,10937,11000,0,0.4628505109201225
TERM,11001,11073,0,0.4628505109201225
TERM,11074,11301,0,0.4628505109201225
TERM,11302,11311,0,0.4628505109201225
TERM,11312,11410,0,0.4628505109201225
TERM,11411,11899,0,0.4628505109201225
TERM,11900,12099,0,0.4628505109201225
TERM,12100,12394,0,0.4628505109201225
TERM,12395,12612,0,0.4628505109201225
TERM,12613,13109,0,0.4628505109201225
TERM,13110,13391,0,0.4628505109201225
TERM,13392,13413,0,0.4628505109201225
TERM,13414,13641,0,0.4628505109201225
TERM,13642,13729,0,0.4628505109201225
