channel,start_time,stop_time,label,confidence
TERM,1,73,0,0.608253685087698
TERM,74,250,0,0.608253685087698
TERM,251,620,0,0.608253685087698
TERM,621,933,0,0.608253685087698
TERM,934,1101,0,0.608253685087698
TERM,1102,1141,0,0.608253685087698
TERM,1142,1553,0,0.608253685087698
TERM,1554,1870,0,0.608253685087698
TERM,1871,2108,0,0.608253685087698
TERM,2109,2522,0,0.608253685087698
TERM,2523,2841,0,0.608253685087698
TERM,2842,3091,0,0.608253685087698
TERM,3092,3578,0,0.608253685087698
TERM,3579,3941,0,0.608253685087698
TERM,3942,4357,0,0.608253685087698
TERM,4358,4686,0,0.608253685087698
TERM,4687,4853,0,0.608253685087698
TERM,4854,5012,0,0.608253685087698
TERM,5013,5042,0,0.608253685087698
TERM,5043,5323,0,0.608253685087698
TERM,5324,5552,0,0.608253685087698
TERM,5553,5694,0,0.608253685087698
TERM,5695,6089,0,0.608253685087698
TERM,6090,6289,0,0.608253685087698
TERM,6290,6458,0,0.608253685087698
TERM,6459,6684,0,0.608253685087698
TERM,6685,6715,0,0.608253685087698
TERM,6716,7138,0,0.608253685087698
TERM,7139,7482,0,0.608253685087698
TERM,7483,7531,0,0.608253685087698
TERM,7532,7977,0,0.608253685087698
TERM,7978,8024,0,0.608253685087698
TERM,8025,8225,0,0.608253685087698
TERM,8226,8613,0,0.608253685087698
TERM,8614,8714,0,0.608253685087698
TERM,8715,9135,0,0.608253685087698
TERM,9136,9316,0,0.608253685087698
TERM,9317,9353,0,0.608253685087698
TERM,9354,9503,0,0.608253685087698
TERM,9504,9765,0,0.608253685087698
TERM,9766,10188,0,0.608253685087698
TERM,10189,10275,0,0.608253685087698
TERM,10276,10447,0,0.608253685087698
TERM,10448,10796,0,0.608253685087698
TERM,10797,11269,0,0.608253685087698
TERM,11270,11684,0,0.608253685087698
TERM,11685,11884,0,0.608253685087698
TERM,11885,12175,0,0.608253685087698
TERM,12176,12639,0,0.608253685087698
TERM,12640,13079,0,0.608253685087698
TERM,13080,13215,0,0.608253685087698
TERM,13216,13478,0,0.608253685087698
TERM,13479,13566,0,0.608253685087698
TERM,13567,13739,0,0.608253685087698
TERM,13740,14215,0,0.608253685087698
TERM,14216,14297,0,0.608253685087698
TERM,14298,14374,0,0.608253685087698
TERM,14375,14612,0,0.608253685087698
TERM,14613,14784,0,0.608253685087698
TERM,14785,15165,0,0.608253685087698
TERM,15166,15621,0,0.608253685087698
TERM,15622,15955,0,0.608253685087698
TERM,15956,16265,0,0.608253685087698
TERM,16266,16549,0,0.608253685087698
TERM,16550,16681,0,0.608253685087698
TERM,16682,16992,0,0.608253685087698
TERM,16993,17297,0,0.608253685087698
TERM,17298,17389,0,0.608253685087698
TERM,17390,17483,0,0.608253685087698
TERM,17484,17615,0,0.608253685087698
TERM,17616,18030,0,0.608253685087698
TERM,18031,18403,0,0.608253685087698
