# filename: /Users/picone/courses/ece_8527/2022_00_spring/resources/imld/v1.5.1/train.csv
# classes: [dogs,cats]
# colors: [black,blue]
# limits: [-1.0,1.0,-1.0,1.0]
# 
dogs,-0.011416,-0.471241
dogs,-0.004658,-0.485772
dogs,0.002100,-0.514834
dogs,0.002100,-0.522099
dogs,0.008858,-0.558426
dogs,0.008858,-0.565691
dogs,0.008858,-0.580222
dogs,0.008858,-0.609284
dogs,0.008858,-0.623814
dogs,0.008858,-0.623814
dogs,0.008858,-0.638345
dogs,-0.011416,-0.667407
dogs,-0.031691,-0.696468
dogs,-0.038449,-0.703734
dogs,-0.045208,-0.710999
dogs,-0.078999,-0.732795
dogs,-0.092515,-0.732795
dogs,-0.126307,-0.740061
dogs,-0.173615,-0.754591
dogs,-0.193889,-0.761857
dogs,-0.220922,-0.761857
dogs,-0.227681,-0.769122
dogs,-0.241197,-0.769122
dogs,-0.281747,-0.769122
dogs,-0.396637,-0.769122
dogs,-0.477736,-0.769122
dogs,-0.511528,-0.761857
dogs,-0.592627,-0.725530
dogs,-0.761583,-0.645610
dogs,-0.802133,-0.631080
dogs,-0.849441,-0.602018
dogs,-0.856199,-0.580222
dogs,-0.883232,-0.500303
dogs,-0.896749,-0.456710
dogs,-0.910265,-0.405853
dogs,-0.910265,-0.384057
dogs,-0.903507,-0.347730
dogs,-0.883232,-0.296872
dogs,-0.869716,-0.260545
dogs,-0.869716,-0.246014
dogs,-0.849441,-0.209687
dogs,-0.829166,-0.144299
dogs,-0.822408,-0.093441
dogs,-0.815650,-0.071645
dogs,-0.808891,-0.049849
dogs,-0.802133,0.001009
dogs,-0.795375,0.088194
dogs,-0.761583,0.197175
dogs,-0.727792,0.320686
dogs,-0.721034,0.357013
dogs,-0.700759,0.436932
dogs,-0.666968,0.567709
dogs,-0.660210,0.596771
dogs,-0.660210,0.604036
dogs,-0.660210,0.611302
dogs,-0.653451,0.625832
dogs,-0.653451,0.625832
dogs,-0.639935,0.647629
dogs,-0.592627,0.676690
dogs,-0.572352,0.683956
dogs,-0.531803,0.698486
dogs,-0.525044,0.705752
dogs,-0.518286,0.705752
dogs,-0.504770,0.720283
dogs,-0.491253,0.727548
dogs,-0.477736,0.742079
dogs,-0.450703,0.756609
dogs,-0.437187,0.763875
dogs,-0.416912,0.771140
dogs,-0.383121,0.785671
dogs,-0.322296,0.800202
dogs,-0.268230,0.800202
dogs,-0.268230,0.800202
dogs,-0.247956,0.800202
dogs,-0.193889,0.800202
dogs,-0.126307,0.800202
dogs,-0.106032,0.800202
dogs,-0.078999,0.800202
dogs,-0.018175,0.800202
dogs,0.042650,0.800202
dogs,0.204848,0.800202
dogs,0.231881,0.800202
dogs,0.238639,0.800202
dogs,0.238639,0.800202
dogs,0.394079,0.800202
dogs,0.536003,0.800202
dogs,0.623860,0.792936
dogs,0.630619,0.792936
dogs,0.644135,0.785671
dogs,0.644135,0.778406
dogs,0.677927,0.727548
dogs,0.711718,0.683956
dogs,0.718476,0.676690
dogs,0.718476,0.676690
dogs,0.731993,0.654894
dogs,0.731993,0.647629
dogs,0.772542,0.618567
dogs,0.779300,0.611302
dogs,0.792817,0.596771
dogs,0.806334,0.574975
dogs,0.806334,0.574975
dogs,0.819850,0.560444
dogs,0.819850,0.553179
dogs,0.819850,0.545913
dogs,0.826608,0.531382
dogs,0.826608,0.524117
dogs,0.833367,0.509586
dogs,0.833367,0.487790
dogs,0.833367,0.480525
dogs,0.833367,0.473259
dogs,0.833367,0.465994
dogs,0.840125,0.451463
dogs,0.840125,0.436932
dogs,0.846883,0.422402
dogs,0.846883,0.400605
dogs,0.846883,0.386075
dogs,0.846883,0.371544
dogs,0.846883,0.371544
dogs,0.846883,0.364279
dogs,0.846883,0.357013
dogs,0.840125,0.349748
dogs,0.840125,0.342482
dogs,0.840125,0.335217
dogs,0.833367,0.335217
dogs,0.833367,0.327952
dogs,0.826608,0.320686
dogs,0.819850,0.320686
dogs,0.819850,0.320686
dogs,0.799575,0.306155
dogs,0.792817,0.298890
dogs,0.786059,0.298890
dogs,0.772542,0.284359
dogs,0.759026,0.269828
dogs,0.752267,0.269828
dogs,0.738751,0.262563
dogs,0.738751,0.262563
dogs,0.731993,0.255298
dogs,0.731993,0.255298
dogs,0.725234,0.255298
dogs,0.684685,0.255298
dogs,0.664410,0.255298
dogs,0.623860,0.255298
dogs,0.603586,0.255298
dogs,0.603586,0.255298
dogs,0.603586,0.255298
dogs,0.475179,0.262563
dogs,0.434629,0.262563
dogs,0.373805,0.269828
dogs,0.373805,0.277094
dogs,0.353530,0.284359
dogs,0.333255,0.306155
dogs,0.312980,0.320686
dogs,0.312980,0.320686
dogs,0.299464,0.320686
dogs,0.299464,0.320686
dogs,0.299464,0.320686
dogs,0.279189,0.327952
dogs,0.272431,0.327952
dogs,0.265672,0.327952
dogs,0.265672,0.327952
dogs,0.265672,0.327952
dogs,0.258914,0.327952
dogs,0.258914,0.327952
dogs,0.252156,0.327952
dogs,0.252156,0.327952
dogs,0.245398,0.327952
dogs,0.238639,0.327952
dogs,0.231881,0.327952
dogs,0.231881,0.327952
dogs,0.218365,0.327952
dogs,0.211606,0.327952
dogs,0.211606,0.327952
dogs,0.164299,0.327952
dogs,0.144024,0.327952
dogs,0.130507,0.327952
dogs,0.130507,0.327952
dogs,0.123749,0.320686
dogs,0.116991,0.320686
dogs,0.049408,0.313421
dogs,0.049408,0.306155
dogs,0.042650,0.306155
dogs,0.042650,0.306155
dogs,0.035892,0.306155
dogs,0.035892,0.306155
dogs,0.029133,0.306155
dogs,0.029133,0.306155
dogs,0.022375,0.298890
dogs,0.015617,0.298890
dogs,0.015617,0.291625
dogs,0.002100,0.284359
dogs,-0.018175,0.269828
dogs,-0.031691,0.262563
dogs,-0.031691,0.262563
dogs,-0.045208,0.248032
dogs,-0.051966,0.233502
dogs,-0.051966,0.233502
dogs,-0.051966,0.233502
dogs,-0.058724,0.226236
dogs,-0.065482,0.211705
dogs,-0.065482,0.204440
dogs,-0.072241,0.197175
dogs,-0.078999,0.182644
dogs,-0.078999,0.175378
dogs,-0.085757,0.175378
dogs,-0.085757,0.160848
dogs,-0.085757,0.160848
dogs,-0.085757,0.153582
dogs,-0.085757,0.139051
dogs,-0.092515,0.117255
dogs,-0.106032,0.080928
dogs,-0.106032,0.059132
dogs,-0.112790,0.044601
dogs,-0.112790,0.022805
dogs,-0.119549,0.001009
dogs,-0.119549,0.001009
dogs,-0.119549,-0.013522
dogs,-0.119549,-0.028052
dogs,-0.119549,-0.035318
dogs,-0.112790,-0.049849
dogs,-0.106032,-0.086176
dogs,-0.092515,-0.107972
dogs,-0.092515,-0.151564
dogs,-0.085757,-0.173360
dogs,-0.085757,-0.180626
dogs,-0.085757,-0.187891
dogs,-0.085757,-0.202422
dogs,-0.085757,-0.216953
dogs,-0.078999,-0.231483
dogs,-0.078999,-0.231483
dogs,-0.078999,-0.238749
dogs,-0.072241,-0.246014
dogs,-0.065482,-0.267810
dogs,-0.058724,-0.282341
dogs,-0.058724,-0.304137
dogs,-0.051966,-0.311403
dogs,-0.051966,-0.311403
dogs,-0.051966,-0.318668
dogs,-0.051966,-0.325933
dogs,-0.051966,-0.333199
dogs,-0.051966,-0.340464
dogs,-0.045208,-0.354995
dogs,-0.045208,-0.376791
dogs,-0.045208,-0.376791
dogs,-0.045208,-0.384057
dogs,-0.045208,-0.391322
dogs,-0.045208,-0.405853
dogs,-0.045208,-0.405853
dogs,-0.045208,-0.413118
dogs,-0.045208,-0.420383
dogs,-0.045208,-0.434914
dogs,-0.045208,-0.434914
dogs,-0.045208,-0.449445
dogs,-0.045208,-0.463976
dogs,-0.045208,-0.478507
dogs,-0.045208,-0.493037
dogs,-0.045208,-0.500303
dogs,-0.051966,-0.507568
dogs,-0.051966,-0.514834
dogs,-0.058724,-0.522099
dogs,-0.058724,-0.543895
dogs,-0.058724,-0.558426
dogs,-0.065482,-0.565691
dogs,-0.065482,-0.565691
dogs,-0.072241,-0.580222
dogs,-0.112790,-0.616549
dogs,-0.220922,-0.681937
dogs,-0.329055,-0.747326
dogs,-0.335813,-0.747326
dogs,-0.342571,-0.747326
dogs,-0.369604,-0.718264
dogs,-0.383121,-0.718264
dogs,-0.687243,-0.718264
dogs,-0.754825,-0.718264
dogs,-0.835924,-0.710999
dogs,-0.835924,-0.710999
dogs,-0.849441,-0.681937
dogs,-0.849441,-0.681937
dogs,-0.849441,-0.660141
dogs,-0.849441,-0.645610
dogs,-0.842683,-0.638345
dogs,-0.842683,-0.631080
dogs,-0.835924,-0.623814
dogs,-0.829166,-0.587487
dogs,-0.822408,-0.572957
dogs,-0.822408,-0.543895
dogs,-0.822408,-0.543895
dogs,-0.802133,-0.558426
dogs,-0.565594,-0.674672
dogs,-0.518286,-0.696468
dogs,-0.437187,-0.732795
dogs,-0.437187,-0.732795
dogs,-0.302022,-0.732795
dogs,-0.261472,-0.732795
dogs,-0.153340,-0.732795
dogs,-0.153340,-0.732795
dogs,-0.146582,-0.732795
dogs,-0.126307,-0.710999
dogs,-0.126307,-0.703734
dogs,-0.126307,-0.703734
dogs,-0.153340,-0.696468
dogs,-0.153340,-0.696468
dogs,-0.173615,-0.681937
dogs,-0.193889,-0.674672
dogs,-0.214164,-0.667407
dogs,-0.254714,-0.645610
dogs,-0.329055,-0.631080
dogs,-0.349329,-0.638345
dogs,-0.349329,-0.638345
dogs,-0.470978,-0.638345
dogs,-0.498011,-0.638345
dogs,-0.531803,-0.631080
dogs,-0.592627,-0.609284
dogs,-0.606143,-0.602018
dogs,-0.633177,-0.594753
dogs,-0.653451,-0.594753
dogs,-0.673726,-0.587487
dogs,-0.673726,-0.587487
dogs,-0.694001,-0.580222
dogs,-0.694001,-0.572957
dogs,-0.700759,-0.572957
dogs,-0.680484,-0.543895
dogs,-0.673726,-0.536630
dogs,-0.660210,-0.529364
dogs,-0.646693,-0.529364
dogs,-0.525044,-0.558426
dogs,-0.261472,-0.616549
dogs,-0.254714,-0.616549
dogs,-0.254714,-0.616549
dogs,-0.247956,-0.616549
dogs,-0.247956,-0.572957
dogs,-0.247956,-0.558426
dogs,-0.247956,-0.522099
dogs,-0.247956,-0.514834
dogs,-0.383121,-0.500303
dogs,-0.491253,-0.493037
dogs,-0.538561,-0.493037
dogs,-0.552077,-0.493037
dogs,-0.579110,-0.493037
dogs,-0.700759,-0.493037
dogs,-0.741309,-0.485772
dogs,-0.741309,-0.485772
dogs,-0.748067,-0.478507
dogs,-0.741309,-0.463976
dogs,-0.741309,-0.463976
dogs,-0.666968,-0.456710
dogs,-0.383121,-0.456710
dogs,-0.349329,-0.456710
dogs,-0.349329,-0.456710
dogs,-0.349329,-0.456710
dogs,-0.342571,-0.456710
dogs,-0.315538,-0.449445
dogs,-0.139823,-0.434914
dogs,-0.119549,-0.427649
dogs,-0.092515,-0.413118
dogs,-0.092515,-0.413118
dogs,-0.085757,-0.413118
dogs,-0.072241,-0.405853
dogs,-0.072241,-0.405853
dogs,-0.072241,-0.405853
dogs,-0.139823,-0.398587
dogs,-0.173615,-0.391322
dogs,-0.288505,-0.369526
dogs,-0.315538,-0.362260
dogs,-0.335813,-0.354995
dogs,-0.383121,-0.333199
dogs,-0.389879,-0.325933
dogs,-0.430429,-0.311403
dogs,-0.430429,-0.311403
dogs,-0.525044,-0.260545
dogs,-0.606143,-0.231483
dogs,-0.619660,-0.224218
dogs,-0.626418,-0.224218
dogs,-0.673726,-0.187891
dogs,-0.680484,-0.187891
dogs,-0.680484,-0.180626
dogs,-0.558836,-0.144299
dogs,-0.484495,-0.107972
dogs,-0.484495,-0.107972
dogs,-0.430429,-0.078910
dogs,-0.369604,-0.042583
dogs,-0.369604,-0.042583
dogs,-0.362846,-0.035318
dogs,-0.362846,-0.028052
dogs,-0.362846,-0.020787
dogs,-0.362846,0.030071
dogs,-0.356088,0.109990
dogs,-0.356088,0.189909
dogs,-0.369604,0.255298
dogs,-0.416912,0.298890
dogs,-0.423670,0.306155
dogs,-0.457462,0.364279
dogs,-0.470978,0.386075
dogs,-0.498011,0.451463
dogs,-0.504770,0.495055
dogs,-0.498011,0.509586
dogs,-0.464220,0.545913
dogs,-0.437187,0.574975
dogs,-0.430429,0.582240
dogs,-0.410154,0.582240
dogs,-0.193889,0.618567
dogs,-0.106032,0.633098
dogs,-0.092515,0.640363
dogs,-0.072241,0.640363
dogs,0.022375,0.647629
dogs,0.042650,0.647629
dogs,0.083199,0.647629
dogs,0.089958,0.640363
dogs,0.171057,0.640363
dogs,0.360288,0.654894
dogs,0.502212,0.669425
dogs,0.529245,0.676690
dogs,0.536003,0.683956
dogs,0.569794,0.683956
dogs,0.664410,0.683956
dogs,0.698201,0.683956
dogs,0.698201,0.683956
dogs,0.698201,0.691221
dogs,0.691443,0.698486
dogs,0.650893,0.698486
dogs,0.427871,0.698486
dogs,0.089958,0.676690
dogs,0.069683,0.676690
dogs,0.069683,0.676690
dogs,-0.133065,0.705752
dogs,-0.160098,0.713017
dogs,-0.227681,0.727548
dogs,-0.227681,0.727548
dogs,-0.234439,0.727548
