channel,start_time,stop_time,label,confidence
TERM,1,241,0,0.7524705992622578
TERM,242,587,0,0.7524705992622578
TERM,588,1084,0,0.7524705992622578
TERM,1085,1554,0,0.7524705992622578
TERM,1555,1659,0,0.7524705992622578
TERM,1660,2099,0,0.7524705992622578
TERM,2100,2587,0,0.7524705992622578
TERM,2588,2887,0,0.7524705992622578
TERM,2888,3123,0,0.7524705992622578
TERM,3124,3228,0,0.7524705992622578
TERM,3229,3533,0,0.7524705992622578
TERM,3534,3897,0,0.7524705992622578
TERM,3898,4351,0,0.7524705992622578
TERM,4352,4793,0,0.7524705992622578
TERM,4794,4812,0,0.7524705992622578
TERM,4813,4974,0,0.7524705992622578
TERM,4975,5109,0,0.7524705992622578
TERM,5110,5602,0,0.7524705992622578
TERM,5603,5814,0,0.7524705992622578
TERM,5815,6297,0,0.7524705992622578
TERM,6298,6757,0,0.7524705992622578
TERM,6758,6999,0,0.7524705992622578
TERM,7000,7038,0,0.7524705992622578
TERM,7039,7397,0,0.7524705992622578
TERM,7398,7532,0,0.7524705992622578
TERM,7533,7746,0,0.7524705992622578
TERM,7747,8022,0,0.7524705992622578
TERM,8023,8456,0,0.7524705992622578
TERM,8457,8578,0,0.7524705992622578
TERM,8579,8844,0,0.7524705992622578
TERM,8845,9090,0,0.7524705992622578
TERM,9091,9169,0,0.7524705992622578
TERM,9170,9272,0,0.7524705992622578
TERM,9273,9342,0,0.7524705992622578
TERM,9343,9606,0,0.7524705992622578
TERM,9607,9621,0,0.7524705992622578
TERM,9622,9842,0,0.7524705992622578
TERM,9843,10160,0,0.7524705992622578
TERM,10161,10206,0,0.7524705992622578
TERM,10207,10620,0,0.7524705992622578
TERM,10621,10641,0,0.7524705992622578
TERM,10642,10698,0,0.7524705992622578
TERM,10699,10926,0,0.7524705992622578
TERM,10927,11108,0,0.7524705992622578
TERM,11109,11382,0,0.7524705992622578
TERM,11383,11815,0,0.7524705992622578
TERM,11816,12093,0,0.7524705992622578
TERM,12094,12310,0,0.7524705992622578
