channel,start_time,stop_time,label,confidence
TERM,1,70,0,0.6599838455415431
TERM,71,262,0,0.6599838455415431
TERM,263,688,0,0.6599838455415431
TERM,689,920,0,0.6599838455415431
TERM,921,1270,0,0.6599838455415431
TERM,1271,1545,0,0.6599838455415431
TERM,1546,1720,0,0.6599838455415431
TERM,1721,2159,0,0.6599838455415431
TERM,2160,2625,0,0.6599838455415431
TERM,2626,2686,0,0.6599838455415431
TERM,2687,2893,0,0.6599838455415431
TERM,2894,3055,0,0.6599838455415431
TERM,3056,3100,0,0.6599838455415431
TERM,3101,3116,0,0.6599838455415431
TERM,3117,3207,0,0.6599838455415431
TERM,3208,3656,0,0.6599838455415431
TERM,3657,3824,0,0.6599838455415431
TERM,3825,3987,0,0.6599838455415431
TERM,3988,4044,0,0.6599838455415431
TERM,4045,4285,0,0.6599838455415431
TERM,4286,4519,0,0.6599838455415431
TERM,4520,4719,0,0.6599838455415431
TERM,4720,4917,0,0.6599838455415431
TERM,4918,5387,0,0.6599838455415431
TERM,5388,5621,0,0.6599838455415431
TERM,5622,5734,0,0.6599838455415431
TERM,5735,6156,0,0.6599838455415431
TERM,6157,6526,0,0.6599838455415431
TERM,6527,6873,0,0.6599838455415431
TERM,6874,7000,0,0.6599838455415431
TERM,7001,7273,0,0.6599838455415431
TERM,7274,7488,0,0.6599838455415431
TERM,7489,7817,0,0.6599838455415431
TERM,7818,8031,0,0.6599838455415431
TERM,8032,8319,0,0.6599838455415431
TERM,8320,8483,0,0.6599838455415431
TERM,8484,8588,0,0.6599838455415431
TERM,8589,9052,0,0.6599838455415431
TERM,9053,9149,0,0.6599838455415431
TERM,9150,9484,0,0.6599838455415431
TERM,9485,9683,0,0.6599838455415431
TERM,9684,9741,0,0.6599838455415431
TERM,9742,10081,0,0.6599838455415431
TERM,10082,10296,0,0.6599838455415431
TERM,10297,10392,0,0.6599838455415431
TERM,10393,10787,0,0.6599838455415431
TERM,10788,11145,0,0.6599838455415431
TERM,11146,11197,0,0.6599838455415431
TERM,11198,11495,0,0.6599838455415431
TERM,11496,11795,0,0.6599838455415431
TERM,11796,12037,0,0.6599838455415431
TERM,12038,12304,0,0.6599838455415431
TERM,12305,12719,0,0.6599838455415431
TERM,12720,13161,0,0.6599838455415431
TERM,13162,13420,0,0.6599838455415431
TERM,13421,13830,0,0.6599838455415431
TERM,13831,14026,0,0.6599838455415431
TERM,14027,14373,0,0.6599838455415431
TERM,14374,14814,0,0.6599838455415431
TERM,14815,14862,0,0.6599838455415431
TERM,14863,14888,0,0.6599838455415431
TERM,14889,15107,0,0.6599838455415431
TERM,15108,15289,0,0.6599838455415431
TERM,15290,15541,0,0.6599838455415431
TERM,15542,15618,0,0.6599838455415431
TERM,15619,15927,0,0.6599838455415431
TERM,15928,15968,0,0.6599838455415431
TERM,15969,16022,0,0.6599838455415431
TERM,16023,16382,0,0.6599838455415431
TERM,16383,16512,0,0.6599838455415431
TERM,16513,16741,0,0.6599838455415431
TERM,16742,16755,0,0.6599838455415431
TERM,16756,17085,0,0.6599838455415431
TERM,17086,17187,0,0.6599838455415431
TERM,17188,17581,0,0.6599838455415431
TERM,17582,17748,0,0.6599838455415431
TERM,17749,17943,0,0.6599838455415431
TERM,17944,18275,0,0.6599838455415431
TERM,18276,18367,0,0.6599838455415431
TERM,18368,18709,0,0.6599838455415431
TERM,18710,18936,0,0.6599838455415431
TERM,18937,19378,0,0.6599838455415431
TERM,19379,19660,0,0.6599838455415431
TERM,19661,20060,0,0.6599838455415431
TERM,20061,20187,0,0.6599838455415431
TERM,20188,20473,0,0.6599838455415431
TERM,20474,20533,0,0.6599838455415431
TERM,20534,20766,0,0.6599838455415431
TERM,20767,20953,0,0.6599838455415431
TERM,20954,21033,0,0.6599838455415431
TERM,21034,21374,0,0.6599838455415431
TERM,21375,21785,0,0.6599838455415431
TERM,21786,21814,0,0.6599838455415431
TERM,21815,21915,0,0.6599838455415431
TERM,21916,21989,0,0.6599838455415431
TERM,21990,22448,0,0.6599838455415431
TERM,22449,22693,0,0.6599838455415431
TERM,22694,22823,0,0.6599838455415431
TERM,22824,23262,0,0.6599838455415431
TERM,23263,23488,0,0.6599838455415431
TERM,23489,23544,0,0.6599838455415431
TERM,23545,23897,0,0.6599838455415431
TERM,23898,23918,0,0.6599838455415431
TERM,23919,24416,0,0.6599838455415431
TERM,24417,24481,0,0.6599838455415431
TERM,24482,24952,0,0.6599838455415431
TERM,24953,25123,0,0.6599838455415431
TERM,25124,25201,0,0.6599838455415431
TERM,25202,25575,0,0.6599838455415431
TERM,25576,25717,0,0.6599838455415431
TERM,25718,25746,0,0.6599838455415431
TERM,25747,26099,0,0.6599838455415431
TERM,26100,26184,0,0.6599838455415431
TERM,26185,26265,0,0.6599838455415431
TERM,26266,26500,0,0.6599838455415431
TERM,26501,26537,0,0.6599838455415431
TERM,26538,26571,0,0.6599838455415431
TERM,26572,26823,0,0.6599838455415431
TERM,26824,26985,0,0.6599838455415431
TERM,26986,27476,0,0.6599838455415431
TERM,27477,27827,0,0.6599838455415431
TERM,27828,28099,0,0.6599838455415431
TERM,28100,28143,0,0.6599838455415431
TERM,28144,28499,0,0.6599838455415431
TERM,28500,28898,0,0.6599838455415431
TERM,28899,29359,0,0.6599838455415431
TERM,29360,29768,0,0.6599838455415431
TERM,29769,29782,0,0.6599838455415431
TERM,29783,30017,0,0.6599838455415431
TERM,30018,30462,0,0.6599838455415431
TERM,30463,30504,0,0.6599838455415431
TERM,30505,30893,0,0.6599838455415431
TERM,30894,31295,0,0.6599838455415431
TERM,31296,31391,0,0.6599838455415431
TERM,31392,31762,0,0.6599838455415431
TERM,31763,31898,0,0.6599838455415431
TERM,31899,32157,0,0.6599838455415431
TERM,32158,32440,0,0.6599838455415431
TERM,32441,32872,0,0.6599838455415431
TERM,32873,33059,0,0.6599838455415431
TERM,33060,33473,0,0.6599838455415431
TERM,33474,33487,0,0.6599838455415431
TERM,33488,33898,0,0.6599838455415431
TERM,33899,34238,0,0.6599838455415431
