channel,start_time,stop_time,label,confidence
TERM,1,118,0,0.623028281985949
TERM,119,485,0,0.623028281985949
TERM,486,691,0,0.623028281985949
TERM,692,951,0,0.623028281985949
TERM,952,964,0,0.623028281985949
TERM,965,1347,0,0.623028281985949
TERM,1348,1777,0,0.623028281985949
TERM,1778,1997,0,0.623028281985949
TERM,1998,2422,0,0.623028281985949
TERM,2423,2532,0,0.623028281985949
TERM,2533,2797,0,0.623028281985949
TERM,2798,2851,0,0.623028281985949
TERM,2852,3214,0,0.623028281985949
TERM,3215,3660,0,0.623028281985949
TERM,3661,3864,0,0.623028281985949
TERM,3865,4292,0,0.623028281985949
